event_id,japones,es_oficial
10020047,8できないのなら\nサッカー%1F部には　%1F入らないぞ。,"Si te ves incapaz, búscate a otro."
10020047,8なかなか　サッカーというのも\n%2F面白いものだな。,Esto del fútbol no está nada mal.
10020047,Hその%1F人は　いつも\nテニスコートの%1F近くに\nいるみたいですよ！,¡Siempre está cerca de\nlas pistas de tenis!
10020047,Tこんな%1F所まで　オレに%1F会いに%1F来るなんて\nいったい　%1F何の%1F用だい？,Mira que venir hasta aquí para\nhablar conmigo... ¿Tan importante\nes lo que tienes que decirme?
10020047,Xオレにサッカーの%1F楽しさを\nわからせてくれたら\nサッカー%1F部に%1F入ってやるぞ。,"Si me enseñas por qué el fútbol\nes divertido, me uniré a tu equipo.\n¿De acuerdo?"
10020047,\ならば　オレにサッカーの%1F楽しさを\nわからせてみろ！\nもしできたら　%1F入ってやるぞ。,"¡Enséñame qué es lo que te gusta\ntanto del fútbol! Si me convences,\njugaré en tu equipo, ¿vale?"
10020047,d…サッカー%1F部へ%1F入れって！？\nここまで%1F来るくらいだ…\nよっぽど　オレがほしいのだな。,"Tienes ganas de que entre \na jugar en tu equipo, ¿verdad?\nPues te lo tendrás que currar."
10020048,$もしもし？\nセンパイですか？,"¡Hola, Mark!"
10020048,%s\nが%2F仲間になった！,¡%s se te ha unido!
10020048,0ならば　オラのことは\nあきらめてくれだよ。,Ya puedes ir olvidándote de mí.
10020048,Hオラをサッカーとやらで\nたおせたら　%1F入ってやってもいいだよ。,"Si me ganas en un partidete de\nfútbol, quizás entre en tu club.\n¿De acuerdo?"
10020048,Pその%1F人は　いつも\n%3F河川敷のグラウンドの%1F近くに\nいるみたいですよ！,¡Siempre está cerca del campo\nde fútbol del río!
10020048,T…オラに　サッカー%1F部へ%1F入れってか？\nんー　でもオラ　%3F相撲部にいるし…,"¿Cómo quieres que juegue en\ntu equipo, si estoy apuntado\nal club de sumo?..."
10020048,\あっ　そうだ！\nならば　そのサッカーとやらで\nオラをたおせたら　%1F入ってやるだよ。,"¡Oh, ya sé! Si tan buenos sois,\nganadme y a lo mejor entro en\nvuestro equipo. ¿De acuerdo?"
10020048,\どすこーい！　どすこいどすこーい！\nオラ　%3F相撲部のもんだよ。\nオラに%1F何かようか？,¡Zasca! ¡Soy del club de sumo!\n¿Qué te trae por aquí?
10020048,`オ　オラ%1F負けちまっただよ…。\n%2F約束は%1F守るだ。\nサッカー%1F部に%1F入ってやるだよ。,"De acuerdo, has ganado...\nCumpliré con mi palabra y me\nuniré a tu equipo."
10020048,では　さっそくやるだよ！,¡No perdamos más tiempo!
10020049,$これから　よろしくたのむぜ。,Gracias por dejarme jugar\nen tu equipo.
10020049,$それじゃあ　あきらめるんだな。,"Déjalo, anda."
10020049,$もしもし？\nセンパイですか？,"¡Hola, Mark!"
10020049,%s\nが%2F仲間になった！,¡%s se te ha unido!
10020049,8オレをたおせたら\nサッカー%1F部に%1F入ってやるよ。,"¡Si me derrotas, jugaré en tu equipo!\n¿Aceptas el desafío?"
10020049,@おっ　%2F円堂じゃないか！\nこんな%1F所で%1F何してるんだ？,"¿Qué haces por aquí, Mark?"
10020049,Dだったら　オレをたおしてみな。\nそうしたら　%1F入ってやるよ。,"Venga, intenta ganarme. Si lo\nlogras, me uniré a tu equipo,\n¿de acuerdo?"
10020049,Hその%1F人は　いつも\nテニスコートの%1F近くに\nいるみたいですよ！,¡Siempre está cerca de\nlas pistas de tenis!
10020049,Lくっ…　%1F負けたぜ。\n%2F約束どおり　サッカー%1F部に\n%1F入ってやる。,Puf... He perdido. Seré fiel\na mi palabra y jugaré contigo.
10020049,h…オレをサッカー%1F部へさそいに%1F来た？\nここまで%1F来るなんて\nよっぽど　オレがほしいんだな。,¿Has venido a invitarme a que me\napunte a tu equipo? Pues sí que\ntienes ganas de que juegue contigo.
10020049,それじゃあ　あきらめな。,No vale la pena...
10020049,それじゃあ　いくぞ！,¡Vamos allá!
10020049,よし　いくぞ！,"¡Vale, vamos!"
10020050,$おやおや　%1F逃げるのかい。,"Ven a por mí, vamos."
10020050,$もしもし？\nセンパイですか？,"¡Hola, Mark!"
10020050,%s\nが%2F仲間になった！,¡%s se te ha unido!
10020050,<キミたちは　それをわかっていないから\n%1F弱いんだよ。,Sois malos porque no os\naplicáis el cuento.
10020050,Hその%1F人は　いつも\nテニスコートの%1F近くに\nいるみたいですよ！,¡Siempre está cerca de\nlas pistas de tenis!
10020050,P%2F囲碁だろうとサッカーだろうと\nゲームに%2F必要なのは\nアタマなんだよ。,Para jugar al fútbol hace falta\ndarle al coco tanto como para\njugar al ajedrez.
10020050,`キミたちは　アタマを%1F使わないから\n%1F弱いんだよ。\nボクがそれを　%1F教えてあげるよ。,"Ey, no te me escapes."
10020050,d%1F勝ったキミにしたがおう。\n%2F本当にアタマがいいものは\n%1F強いものについて%1F行くんだよ。,¡Qué mal! ¡Me han superado\nen un duelo de inteligencia!\nVisto lo visto...
10020050,さあ　かかっておいで。,¿Quieres que te lo demuestre?
10020051,$もしもし？\nセンパイですか？,"¡Hola, Mark!"
10020051,%s\nが%2F仲間になった！,¡%s se te ha unido!
10020051,0%1F逃げるのか！？\nこのおくびょう%1F者め！,¿Cómo que te vas? ¡Cobardica!
10020051,8よかろう！\nこのオレが　%2F相手をしてくれるわ！,¡Como quieras! ¡Seré tu rival!\n¿Estás listo?
10020051,@くっくっく…\nオレをさがし%1F出すとは\nたいしたヤツだな。,"¡Ju, ju, ju!...\nMenudo eres, mira que\nponerte a buscarme..."
10020051,Dほうびとして\nきさまに　このオレの%1F力を\n%1F貸してやろう。,"Ju, ju, ju... Me has dejado\nimpresionado. No te creas que\nes tan sencillo ganarme..."
10020051,Lその%1F人は　いつも\n%2F鉄塔の%2F小屋の%1F近くに\nいるみたいですよ！,¡Siempre ronda la caseta de\nla torre!
10020051,では　まいるぞ！,"¡Venga, que voy!"
10020052,$それじゃあ　%1F始めようか。,¡Qué rabia! Ya sabía yo que\nno ganaría esta pachanga.
10020052,$もしもし？\nセンパイですか？,"¡Hola, Mark!"
10020052,%s\nが%2F仲間になった！,¡%s se te ha unido!
10020052,",もちろん　オレとも\nバトルするんだろ？","Supongo que te enfrentarás a mí, ¿no?"
10020052,0オレとも\nサッカーバトルをするんだろう？,¿Echamos una pachanga?
10020052,@まあ　%1F負けたもんはしかたない。\nおまえにしたがうよ。,"¡Para haber jugado tantas\npachangas, se os ve en\nmuy baja forma!"
10020052,Dその%1F人は　いつも\n%3F野球場の%1F近くに\nいるみたいですよ！,¡Está siempre cerca del campo\nde béisbol!
10020052,Pくっ…　%1F負けちまったぜ。\nさすがに　サッカーバトルじゃ\n%1F勝てないな。,"En fin, ya no hay nada que\nhacer... Haré lo que me digas."
10020052,dこんな%1F所にも　%1F現れたか…\nおまえは　%1F色んなヤツと\nサッカーバトルをしているらしいな。,Te estás recorriendo toda la\nciudad... Dicen que has jugado\ncontra todo tipo de rivales.
10020052,じゃあ　%1F始めようか。,¿Empezamos o qué?
10020052,なんだ…　しないのか。,¿Cómo que no?
10030001,$もしもし？\nセンパイですか？,"¡Hola, Mark!"
10030001,%s\nが%2F仲間になった！,¡%s se te ha unido!
10030001,",いい%2F覚悟だな。\nじゃあ　いくぜ！！","Así me gusta.\n¡Vamos, a jugar!"
10030001,4%2F根性は　あるようだな。\nじゃあ　いくぜ！！,"Parece que tienes agallas.\nEstá bien, ¡vamos allá!"
10030001,<この%1F前の%2F勝負のリベンジだろ？\nさあ　やろうぜ！！,"¿Vienes a quitarte el mal sabor\nde boca de la última derrota?\nVamos, estoy listo."
10030001,<このオレと%2F勝負して%1F勝ったらな。\nさあ　やるか！？,Tendrías que ganarme en un\npartidete... ¿Qué dices?
10030001,@なんだったら\nオレが%1F入ってやってもいいぜ。\nただし…,"Si tanta falta te hago, jugaré\ncontigo, pero..."
10030001,Dその%1F人は　いつも\n%3F河川敷の%2F道路に\nいるみたいですよ！,¡Siempre está en la carretera\nque hay cerca del río!
10030001,Dどうした　%2F円堂？\nこのオレと%2F勝負するのが　%1F怖いのか？,"¿Qué pasa, Mark?\n¿Te da miedo enfrentarte a mí?"
10030001,Pなかなかやるじゃないか　%2F円堂！\nさすが　サッカー%1F部キャプテンだな。,"¡Madre mía, Mark, si estás hecho\nun figura! ¡Se nota que eres\nel capitán!"
10030001,Tよう　%2F円堂！\n%2F最近　サッカー%1F部のメンバーを\n%1F集めてるんだってな。,"¡Hola, Mark! Me han dicho que\nbuscas jugadores para tu equipo."
10030001,Tよう　%2F円堂！\nおまえが%1F来るのを%1F待ってたぜ。\nここに%1F来たってことは…,"¡Hola, Mark! Estaba esperando\nque vinieras, porque eso solo\npuede significar una cosa..."
10030001,X%2F約束どおり　サッカー%1F部に\n%1F入ってやるさ。\nこれから　よろしくたのむぜ！,"Quedamos en que jugaría con\nvosotros, así que ¡será un placer!"
10030001,Xなんだ…　%1F違うのか。\nてっきり　リベンジと%1F思って\nワクワクしてたんだがな。,"Ah, ¿no quieres la revancha?\nJo, ahora que estaba empezando\na hacerme ilusiones... Qué chasco."
10030001,はい,¡No pienso ni huir ni esconderme!
10030001,やくそく,"Qué pena, Mark. Vuelve cuando\nquieras enfrentarte conmigo\nuna vez más."
10030002,$おまえなんか　たおしてやる！,¡Vas a ver lo que es bueno!\n¿Estás preparado?
10030002,$もしもし？\nセンパイですか？,"¡Hola, Mark!"
10030002,%1F逃げるな！,¡Cómo te atreves a ganarme\nen modo inalámbrico!...
10030002,%s\nが%2F仲間になった！,¡%s se te ha unido!
10030002,",よくもオレを\nたおしてくれやがったな。",¡Cómo te atreves a ganarme!...
10030002,4こうなったら\nおまえの%2F仲間になってやる！,¡Voy a tener que jugar contigo!
10030002,8よくもオレを\nアドホックで\n%1F落としやがったな。,¡Cómo te atreves a ganarme\nel duelo!...
10030002,Dその%1F人は　いつも\n%3F河川敷の%2F道路に\nいるみたいですよ！,¡Siempre está en la carretera\nque hay cerca del río!
10030002,いくぞ！,¡No huyas!
10030003,$もしもし？\nセンパイですか？,"¡Hola, Mark!"
10030003,%s\nが%2F仲間になった！,¡%s se te ha unido!
10030003,8キミには　ボクが%1F言いたいことが\nわかるかい？,Y tú... ¿sabes lo que\nquiero decirte?
10030003,Dその%1F人は　いつも\n%3F河川敷の%2F船場に\nいるみたいですよ！,¡Siempre está cerca del\nmuelle del río!
10030003,Lボクには　もうわかっているよ。\nキミがなぜ　ここに%1F来たかってさ。,Sé a qué has venido.
10030003,\なかなか　やるじゃないか。\nこの%1F後　ボクが%1F言うセリフも\nキミにならわかるだろ？,Así no...
10030003,\ボクをサッカー%1F部に%1F入れたいんだろう？\nキミの%1F顔を%1F見れば　すぐにわかったよ。,"Quieres que juegue en tu equipo,\n¿verdad? Lo he sabido en cuanto\nte he visto la cara."
10030003,そんなんじゃ　ダメだね。,"Muy bien, ¡vamos allá!"
10030004,$では　%1F教えてもらおうか！,"¡Venga, enséñame lo que vales!"
10030004,$もしもし？\nセンパイですか？,"¡Hola, Mark!"
10030004,%s\nが%2F仲間になった！,¡%s se te ha unido!
10030004,8%2F約束どおり\nサッカー%1F部に%1F入ってやるぞ。,Lo prometido es deuda.\nMe apunto al equipo.
10030004,8できないなら\nサッカー%1F部には　%1F入らないぞ。,"Si no, ya puedes ir buscándote\na otro."
10030004,8なかなか　サッカーというのも\n%2F面白いものだな。,Esto del fútbol no está nada mal.
10030004,Dその%1F人は　いつも\n%3F野球場の%1F近くに\nいるみたいですよ！,¡Está siempre cerca del campo\nde béisbol!
10030004,Tこんな%1F所まで　オレに%1F会いに%1F来るなんて\nいったい　%1F何の%1F用だい？,Mira que venir hasta aquí para\nhablar conmigo... ¿Tan importante\nes lo que tienes que decirme?
10030004,Xオレにサッカーの%1F楽しさを\nわからせてくれたら\nサッカー%1F部に%1F入ってやるぞ。,"Si me enseñas por qué el fútbol\nes divertido, me uniré a tu equipo.\n¿De acuerdo?"
10030004,\ならば　オレにサッカーの%1F楽しさを\nわからせてみろ！\nもしできたら　%1F入ってやるぞ。,"¡Enséñame qué es lo que te gusta\ntanto del fútbol! Si me convences,\njugaré en tu equipo, ¿vale?"
10030004,d…サッカー%1F部へ%1F入れって！？\nここまで%1F来るくらいだ…\nよっぽど　オレがほしいのだな。,"Tienes ganas de que entre \na jugar en tu equipo, ¿verdad?\nPues te lo tendrás que currar."
10030005,$もしもし？\nセンパイですか？,"¡Hola, Mark!"
10030005,%s\nが%2F仲間になった！,¡%s se te ha unido!
10030005,4おまえの%2F勝負なら\nいつでも%1F買ってやるぜ！,"¡Si quieres que te demuestre\nquién es mejor, solo tienes\nque pedírmelo!"
10030005,4だったら　オレが%1F入ってやるよ。\nただし…,"Entonces jugaré contigo, pero..."
10030005,8おまえが　オレより\n%1F強かったらの%1F話だがな！,¡tendrás que demostrarme que\njuegas mejor al fútbol que yo!
10030005,Dその%1F人は　いつも\n%3F河川敷の%2F船場に\nいるみたいですよ！,¡Siempre está cerca del\nmuelle del río!
10030005,Hおまえが　オレより%1F強かったら\nサッカー%1F部に%1F入ってやるぜ！,"¡Si demuestras ser mejor que yo,\nme uniré a tu equipo! ¿De acuerdo?"
10030005,Xよう　%2F円堂！\nおまえ　サッカー%1F部に%1F入ってくれる\nヤツをさがしてるんだろ？,"¿Cómo estás, Mark? ¿Te faltan\njugadores en el equipo?"
10030005,\おまえ　なかなか%1F強いじゃないか！\n%2F約束どおり　サッカー%1F部に\n%1F入ってやるさ。,¡Menudo nivelazo! Me voy a tener\nque unir a tu equipo.
10030005,さあ　いくぜ！！,"¡Venga, vamos!"
10030006,$もしもし？\nセンパイですか？,"¡Hola, Mark!"
10030006,%1F逃げるのかっ！？,¿Te largas?
10030006,%s\nが%2F仲間になった！,¡%s se te ha unido!
10030006,8おまえだな！\nオレを%2F仲間にしたいってヤツは！,¡Aaah! ¡Así que tú eras el que\nquería que jugase en su equipo!
10030006,Hオレのスピードより　%1F速いヤツが\nいるなんて　%1F思わなかったぞ。,No quiero jugar con gente\nque corra menos que yo.
10030006,Hオレより　%1F足が%1F速かったら\n%2F仲間になってやってもいいぞ。,¡Nunca imaginé que hubiera\nalguien más rápido que yo!
10030006,Pおまえが　オレより%1F足が%1F速かったら\n%2F仲間になってやってもいいぞ。,"Si demuestras que puedes correr\nmás que yo, me uniré a tu club.\n¿Hecho?"
10030006,Pその%1F人は　いつも\n%3F河川敷のグラウンドの%1F近くに\nいるみたいですよ！,¡Siempre está cerca del campo\nde fútbol del río!
10030006,それじゃあ　%2F競争だ！,¡Que empiece el duelo!
10030006,それじゃあ　%2F競争だ！！,"Soy un hombre de palabra, así\nque entraré en vuestro equipo."
10030007,$もしもし？\nセンパイですか？,"¡Hola, Mark!"
10030007,%s\nが%2F仲間になった！,¡%s se te ha unido!
10030007,",だったら　それを%1F教えてもらおうか。",Soy todo oídos.
10030007,8そのかわり…\nオレに%1F何かメリットはあるのかい？,¿Ganaré yo algo con eso?
10030007,<メリットがないに\nこのボクが　%1F入るわけないだろ。,No jugaré en tu equipo\na menos que saque algo\nde ello.
10030007,@うん？　なんだいキミは？\nこのボクに　%1F何か%1F用かい？,¿Qué pasa contigo?\n¿Quieres algo?
10030007,Dその%1F人は　いつも\n%3F野球場の%1F近くに\nいるみたいですよ！,¡Está siempre cerca del campo\nde béisbol!
10030007,Dサッカーをしたら　このボクに\n%1F何かメリットはあるのかい？,¿Me vas a demostrar qué gano\nyo si juego al fútbol?
10030007,Lどうやら　メリットもあるようだし\nサッカー%1F部に%1F入ってあげるよ。,"Venga, entraré en el equipo.\nSus cosas buenas ha de tener."
10030007,\テニスをしているボクも\n%1F美しかったけど\nこれはこれで　%1F新しい%1F美しさがあるね。,"El tenis tenía su encanto,\npero confieso que esto\ntambién tiene el suyo."
10030007,d…このボクに　サッカー%1F部へ%1F入れと？\nふふふっ　まあヒマだし\n%1F入ってあげてもいいよ。,"¿Dices que quieres que juegue en\ntu equipo? Bueno, tengo tiempo\nlibre, así que no me importaría."
10030008,$もしもし？\nセンパイですか？,"¡Hola, Mark!"
10030008,%s\nが%2F仲間になった！,¡%s se te ha unido!
10030008,0%1F逃げるのか！？\nこのおくびょう%1F者め！,¿Cómo que te vas? ¡Cobardica!
10030008,8よかろう！\nこのオレが　%2F相手をしてくれるわ！,¡Como quieras! ¡Seré tu rival!\n¿Estás listo?
10030008,@くっくっく…\nオレをさがし%1F出すとは\nたいしたヤツだな。,"¡Ju, ju, ju!...\nMenudo eres, mira que\nponerte a buscarme..."
10030008,Dその%1F人は　いつも\n%2F鉄塔の%1F近くに\nいるみたいですよ！,¡Siempre se le ve por la zona\nde la torre!
10030008,Dほうびとして\nきさまに　このオレの%1F力を\n%1F貸してやろう。,"Ju, ju, ju... Me has dejado\nimpresionado. No te creas que\nes tan sencillo ganarme..."
10030008,では　まいるぞ！,"¡Venga, que voy!"
10040001,%s\nが%2F仲間になった！,¡%s se te ha unido!
10040001,4ゼッタイ　そう%1F言うと\n%1F思ったんだけどな。,"Jugaré contigo, va."
10040001,Dお　%2F円堂！\nおまえが　ここに%1F来るなんて\nめずらしいな。,"¡Eh, Mark! Vaya, qué raro se me\nhace verte por aquí."
10040001,Tまさか…　もう１%1F度\nサッカー%1F部へ%1F入れって\n%1F言うんじゃないだろうな？,"No vendrás a darme otra vez\nla murga con eso de que me\nuna al Raimon, ¿no?"
10040001,\ふぅ…　しょうがないな。\nおまえは　１%1F度%1F言い%1F出したら\n%1F止まらないからな。,"En fin, tú ganas... Una vez se\nte mete algo en la cabeza, ya\nnada te hace cambiar de idea..."
10040002,$さあ　%1F何でも%1F言うのだ。,"Venga, soy todo oídos."
10040002,%s\nが%2F仲間になった！,¡%s se te ha unido!
10040002,Pならば　またオレを%1F見つけたときに\nおまえの%1F願いを　かなえてやろう。,"La próxima vez que nos veamos,\nsi todo va bien, te concederé\ntu deseo."
10040002,`オレにサッカー%1F部へ%1F入れ…　か。\nうむ　いいだろう。\nその%1F願い　かなえてやろう！,"Así que quieres que me apunte\na tu equipo... Bueno, vale.\nTe haré el favor."
10040002,lよくオレを%1F見つけることができたな。\nほうびとして　おまえのねがいを\nひとつだけ　かなえてやろう。,"Muy bien, me has encontrado...\nComo recompensa, te concederé\nun deseo."
10040003,%s\nが%2F仲間になった！,¡%s se te ha unido!
10040003,8だから　ミンナには\nヒミツにしておいてくれよな。,"Ni mu de esto, ¿eh?"
10040003,Pうわっ！　な　なんだおまえは…！\n…えっ？　オレが%1F何をしているかって？,¡Uah! ¿Qué quieres?...\n¿Que qué estoy haciendo?...
10040003,T%1F何でも%1F言うことを%1F聞いてやるからさ\nミンナには　ナイショにしてくれよ！,"¡Haré lo que tú me pidas, pero\nno se lo digas a nadie, por favor!"
10040003,\…サッカー%1F部に%1F入れ？\nえっ？　そんなのでいいのか？\nだったら　%1F入ってやるよ。,¿Que juegue en tu equipo? ¿Va\nen serio? Por mí vale...
10040003,pでも　みんなにはナイショにしてくれ。\nそのかわり　おまえの%1F言うことをひとつ\n%1F聞いてやるからさ。　な？,"No se lo digas a nadie. A cambio,\nte haré el favor que me pidas.\n¡Pero solo uno!"
10040003,t…べ　べつに%1F女の%1F子の%1F着がえを\nのぞこうとなんてしてないぞ。\nう　ウソじゃないからな！　%2F本当だぞ！,No... No te vayas a pensar que\nestoy mirando en los vestuarios\nde las chicas. ¡De verdad!
10040004,%s\nが%2F仲間になった！,¡%s se te ha unido!
10040004,0やっぱりオレは　テニス%1F顔なんだよな。,Yo es que soy más de tenis...
10040004,@…オレをサッカー%1F部にさそいたい？\nうーん　サッカーね…,"¿Me quieres en tu equipo?\nHmm, así que fútbol..."
10040004,@それだったら　やってみてもいいよ。\nこれから　よろしくね。,A ver qué tal se me da.
10040004,Dんっ？　キミはダレだい？\nテニス%1F部に%1F何か%1F用なのかい？,¿Eh? ¿Quién eres? ¿Qué se te\nha perdido en el club de tenis?
10040004,Pオレって　テニスっぽい%1F顔だと%1F思うけど\nサッカーも　%2F似合うかな？,"Creo que me pega más jugar al\ntenis, pero a lo mejor el fútbol\nno se me da tan mal."
10040005,%s\nが%2F仲間になった！,¡%s se te ha unido!
10040005,<なんだい　あんた！\n%2F柔道%1F部に%1F何か%1F用かい？,¿Ya estamos otra vez?\n¿Qué es lo que quieres\ndel club de judo?
10040005,<やっぱり　オレには%2F柔道が\n１%1F番あってるんだよな。,Está visto que lo mío es el judo.
10040005,@…オレをサッカー%1F部にさそいたい？\nうーん　サッカーね…,"¿Me quieres en tu equipo?\nHmm, así que fútbol..."
10040005,Lそれだったら　%1F入ってやるよ。\nこれから　よろしくたのむよ　あんた！,"Pues entonces, jugaré contigo.\n¡Vamos a arrasar, chico!"
10040005,Tオレは　%2F柔道っぽい%2F体型だと%1F思うけど\nサッカーも　いけると%1F思うかい？,"Creo que mi cuerpo pega más\ncon el judo, pero si tú me\ndices que valdría para el fútbol..."
10040006,%s\nが%2F仲間になった！,¡%s se te ha unido!
10040006,4オレを　サッカー%1F部に\nさそいたいのだろう？,"Quieres invitarme a jugar\nen tu equipo, ¿me equivoco?"
10040006,<ふっふっふ…\nキミが%1F来ることは　わかっていたよ。,"Ju, ju... Sabía que vendrías."
10040006,Lふっふっふ…\nそうだと%1F思ったよ。\nだから　ここで%1F待っていたのさ。,"Ja, ja... Me lo veía venir.\nPor eso te estaba esperando aquí."
10040007,%s\nが%2F仲間になった！,¡%s se te ha unido!
10040007,<%2F円堂さん　お%1F久しぶりです！\nお%2F元気でしたか？,"¡Cuánto tiempo, Mark!\n¿Cómo estás?"
10040007,Hいきなりですけど\nオレをサッカー%1F部に\n%1F入れてくれませんか？,"Siento decirlo así, de sopetón,\npero... ¿me aceptas en el club\nde fútbol?"
10040007,Tまた　%2F風丸センパイと%2F一緒に\n%1F走ってみたいんです！\nお%1F願いします！,¡Quiero volver a correr con\nNathan! ¡Hazme el favor!
10040007,dあ　ありがとうです！\n%2F風丸センパイほど　%1F速くないけど\nスピードには　%2F自信ありますよ。,"¡Gracias! No soy tan rápido como\nNathan, pero también corro mucho."
10040008,$もしもし？\n%2F先輩ですか？,¿Hola? ¿Mark?
10040008,%s\nが仲間になった！,¡%s se te ha unido!
10040008,@%1F何？　サッカー%1F部に入らないかって？\nそれはつまり…,"¿Quieres algo, Mark?"
10040008,Lその%1F人は　いつも\nサッカー%2F部室の%1F近くに\nいるみたいですよ！,¡Siempre está cerca del\nclub de fútbol!
10040008,hふん！　しょうがねえな。\nそこまで%1F言うのなら　%1F入ってやるよ。\nこれから　よろしく%1F頼むぜ。,¿Qué? ¿Que por qué no entro\nen un equipo de fútbol? No\nhabrás venido a...
10040008,じゃあ　%1F誘うなよな。,¿Dices que me necesitas?
10040009,$もしもし？\n%2F先輩ですか？,¿Hola? ¿Mark?
10040009,%s\nが仲間になった！,¡%s se te ha unido!
10040009,@%1F何？　サッカー%1F部に入らないかって？\nそれはつまり…,"¿Quieres algo, Mark?"
10040009,Lその%1F人は　いつも\nサッカー%2F部室の%1F近くに\nいるみたいですよ！,¡Siempre está cerca del\nclub de fútbol!
10040009,hふん！　しょうがねえな。\nそこまで%1F言うのなら　%1F入ってやるよ。\nこれから　よろしく%1F頼むぜ。,¿Qué? ¿Que por qué no entro\nen un equipo de fútbol? No\nhabrás venido a...
10040009,じゃあ　%1F誘うなよな。,¿Dices que me necesitas?
10040010,$もしもし？\n%2F先輩ですか？,¿Hola? ¿Mark?
10040010,%s\nが仲間になった！,¡%s se te ha unido!
10040010,@%1F何？　サッカー%1F部に入らないかって？\nそれはつまり…,"¿Quieres algo, Mark?"
10040010,Lその%1F人は　いつも\nサッカー%2F部室の%1F近くに\nいるみたいですよ！,¡Siempre está cerca del\nclub de fútbol!
10040010,hふん！　しょうがねえな。\nそこまで%1F言うのなら　%1F入ってやるよ。\nこれから　よろしく%1F頼むぜ。,¿Qué? ¿Que por qué no entro\nen un equipo de fútbol? No\nhabrás venido a...
10040010,じゃあ　%1F誘うなよな。,¿Dices que me necesitas?
10040011,$もしもし？\n%2F先輩ですか？,¿Hola? ¿Mark?
10040011,%s\nが仲間になった！,¡%s se te ha unido!
10040011,<その%1F人は　いつも\n%3F野球場に　いるみたいですよ！,¡Siempre está en el campo\nde béisbol!
10040011,@%1F何？　サッカー%1F部に入らないかって？\nそれはつまり…,"¿Quieres algo, Mark?"
10040011,hふん！　しょうがねえな。\nそこまで%1F言うのなら　%1F入ってやるよ。\nこれから　よろしく%1F頼むぜ。,¿Qué? ¿Que por qué no entro\nen un equipo de fútbol? No\nhabrás venido a...
10040011,じゃあ　%1F誘うなよな。,¿Dices que me necesitas?
10050001,%s\nが%2F仲間になった！,¡%s se te ha unido!
10050001,",よっしゃ！\nこれから　またよろしくな！",¿Dices que me necesitas?
10050001,8お　%2F円堂！\nなんか　%1F久しぶりな%1F感じだな！,¡Mark! ¿Cuánto hacía que\nno nos veíamos?
10050001,D%1F何？\nサッカー%1F部に　もどらないかって？\nそれはつまり…,¿Eh? ¿Cómo que si vuelvo\nal equipo de fútbol?\nNo será que...
10050002,$もしもし？\nセンパイですか？,¡Steve siempre está en el primer\npiso del edificio principal!
10050002,%s\nが%2F仲間になった！,¡%s se te ha unido!
10050002,0がんばって\nスカウトしてきてくださいね。,Ánimo y a ver si te lo\npuedes traer al equipo.
10050002,<おいおい…\nさそっておいて\nそれはないんじゃないのか。,¡Vale! ¿Puedo volver al equipo?
10050002,L%2F半田さんは　いつも\n%3F本校舎２Ｆの%2F教室に\nいるみたいですよ！,¡Steve siempre tiene\nclase en el primer piso del\nedificio principal! 
10050002,Pおっ　%2F円堂じゃないか！\nひさしぶりだな。\nオレに%1F何か%1F用なのか？,"¡Hola, Mark!"
10050002,Xああ！\nまた　%2F一緒にサッカーしような。\n%2F今度はまじめに　%2F練習するからさ。,"¿Quieres que vuelva a apuntarme\nal equipo de fútbol? Hmmm, vale...\nTampoco es que esté muy ocupado."
10050002,`…サッカー%1F部にもどらないかって？\nうーん　そうだな\nちょうど　ヒマしてたところだし…,"¡Buenas, Mark! Hacía tiempo que\nno te veía. ¿Necesitas algo?"
10050003,$じゃあ　もどらないからいいよ。,No te molestes. No pienso\nvolver a jugar contigo.
10050003,$もしもし？\nセンパイですか？,"¡Hola, Mark!"
10050003,%s\nが%2F仲間になった！,¡%s se te ha unido!
10050003,0がんばって\nスカウトしてきてくださいね。,Ánimo y a ver si te lo\npuedes traer al equipo.
10050003,8それなら　もどってもいいかな。\nまたよろしくね！,Entonces volveré al equipo.\n¡Gracias por esta nueva\noportunidad!
10050003,<オレ　あまり%2F練習したくないんだよ。\nそれでもいい？,Espero que no te importe.\n¿Puedo volver a entrenar?
10050003,@サッカー%1F部にもどらないかって？\nもどってもいいけど…,"¿Que si vuelvo al equipo?\nHombre, no me importaría..."
10050003,Dあ　キャプテン！\nひさしぶりー！\nこんな%1F所でどうしたの？,"¡Ah, capitán! ¡Cuánto tiempo!\n¿A qué has venido?"
10050003,L%3F少林寺さんは　いつも\n%3F本校舎２Ｆの%2F教室に\nいるみたいですよ！,¡Tim siempre tiene\nclase en el primer piso del\nedificio principal! 
10050004,$また　よろしくおねがいします。,¡A ver si nos va bien!
10050004,%s\nが%2F仲間になった！,¡%s se te ha unido!
10050004,",それでもいいって　%1F言うんですか？",¿Dices que no te importa?
10050004,<そうですよね…。\nどうせ　オレなんか　オレなんか…。,Ya... Si es que yo... Yo...
10050004,<キャ　キャプテン！\nオ　オレに%1F何か%1F用なんですか？,¡Ca... capitán!\n¿Pasa algo?
10050004,Lそ　そうですか…！\nだったら　もう１%1F度\nサッカーをやってみますよ！,"¡Oh, qué bien! ¡Vamos\na jugar otra vez!"
